STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05
GHCND:US-SEATTLE-T1,SEATTLE,20140726,37,7,3,80,30,28,128,125,149,19,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140727,6,14,1,58,31,51,313,132,48,11,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140728,68,17,4,67,43,139,165,251,180,179,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140729,131,5,2,58,46,125,10,124,133,5,-9999,-9999,1,1,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140730,70,10,2,40,34,92,233,95,48,69,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140731,131,1,1,80,29,132,274,328,127,84,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140801,1,5,7,60,30,93,298,268,96,47,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140802,140,17,7,82,49,148,307,26,74,104,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140803,92,19,7,75,64,35,106,95,90,192,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140804,59,2,0,88,54,136,166,16,68,28,-9999,-9999,-9999,1,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140805,34,15,3,40,33,79,224,201,161,18,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140806,142,16,1,84,32,119,296,347,122,192,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140807,130,1,4,84,30,43,340,204,16,118,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140808,126,18,0,51,28,112,275,242,168,1,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140809,7,2,9,41,62,76,93,279,196,137,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140810,56,11,9,53,27,54,107,14,192,128,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140811,89,5,2,82,33,134,212,49,111,80,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140812,16,1,7,57,48,95,275,228,72,72,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140813,14,16,7,50,58,99,56,341,48,187,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140814,99,2,6,53,46,37,80,244,109,25,1,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140815,7,13,2,73,60,63,146,64,115,82,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140816,9,9,3,76,51,142,337,2,120,182,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140817,139,17,8,48,28,139,90,238,125,151,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140818,110,13,2,71,52,88,249,177,33,96,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140819,143,18,9,67,40,83,248,239,80,69,-9999,1,-9999,-9999,1
GHCND:US-SEATTLE-T1,SEATTLE,20140820,70,5,7,36,58,57,272,298,197,125,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140821,126,8,6,90,60,149,5,31,149,134,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140822,89,12,1,49,62,22,33,132,26,0,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140823,104,19,5,44,38,87,93,246,70,192,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140824,124,7,9,90,56,66,148,336,112,199,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140825,119,12,7,94,29,21,221,322,24,52,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140826,56,17,1,46,32,55,48,251,107,38,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140827,99,17,7,82,26,53,17,295,137,156,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140828,148,5,5,63,61,131,164,344,180,10,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140829,123,0,9,88,45,104,276,187,30,131,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140830,114,4,4,44,50,132,14,145,84,136,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140831,118,13,5,36,62,75,67,252,106,3,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140901,111,7,3,38,26,75,29,245,58,136,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140902,110,8,2,64,51,21,146,141,198,15,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140903,121,12,3,44,47,138,4,256,85,18,1,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140904,24,12,8,71,58,99,103,274,98,170,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140905,125,16,8,46,25,122,55,272,44,91,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140906,54,18,6,86,36,138,185,92,90,128,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140907,63,12,5,55,59,38,86,321,84,106,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140908,77,2,6,49,52,139,233,310,118,176,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140909,127,1,5,69,36,91,55,230,46,64,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140910,100,6,4,57,29,63,177,154,17,5,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140911,56,15,4,37,54,38,67,274,107,43,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140912,74,18,1,64,36,60,29,243,92,196,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140913,138,18,8,84,57,21,73,11,42,22,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140914,145,0,4,74,52,51,336,253,116,91,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140915,27,14,7,51,48,30,57,161,199,22,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140916,11,6,9,45,62,20,100,344,138,95,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140917,69,2,4,88,36,26,323,149,105,37,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140918,88,0,3,60,58,25,274,282,152,157,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140919,19,9,1,60,49,72,56,191,125,188,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140920,98,9,3,79,50,122,34,121,59,15,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140921,114,17,5,83,52,96,147,29,113,171,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140922,51,14,3,67,37,40,49,93,174,26,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140923,18,3,6,74,53,42,190,89,121,70,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140924,62,15,2,91,29,131,173,273,12,169,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140925,104,8,8,48,36,45,215,210,122,103,-9999,-9999,-9999,-9999,1
GHCND:US-SEATTLE-T1,SEATTLE,20140926,119,8,7,67,42,119,263,120,56,16,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140927,1,13,4,40,26,59,317,265,56,101,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140928,103,1,4,41,57,44,293,160,177,20,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140929,34,6,6,69,62,87,176,126,159,178,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20140930,77,18,2,48,61,129,199,125,60,106,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141001,76,6,0,50,47,42,131,250,92,141,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141002,95,10,2,92,51,101,29,140,187,167,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141003,77,18,3,54,42,73,147,68,189,109,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141004,21,13,9,55,44,137,335,66,87,127,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141005,92,11,7,41,44,34,158,36,7,46,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141006,14,14,7,73,45,93,44,189,116,98,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141007,88,6,3,49,37,121,17,76,194,19,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141008,19,12,3,74,43,73,39,228,79,110,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141009,143,3,9,66,40,78,278,290,175,45,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141010,49,14,4,43,40,120,19,226,12,69,-9999,1,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141011,82,19,5,62,50,79,107,83,63,63,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141012,96,17,1,37,31,40,359,218,80,117,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141013,44,4,6,90,34,141,226,173,60,73,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141014,65,15,9,63,32,45,300,91,125,44,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141015,85,7,6,38,35,43,166,117,54,120,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141016,67,18,8,45,62,32,126,5,72,128,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141017,13,5,3,86,36,69,192,124,161,65,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141018,65,15,5,90,42,121,333,347,14,34,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141019,130,8,0,87,34,106,265,165,175,75,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141020,6,13,7,65,56,117,177,111,25,12,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141021,117,3,7,51,34,27,339,285,177,124,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141022,40,12,9,76,26,120,171,214,168,153,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141023,31,12,4,62,35,26,230,285,74,15,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141024,118,12,8,88,39,25,115,324,88,36,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141025,15,2,2,84,45,81,178,155,197,75,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141026,99,11,5,74,57,142,342,166,54,103,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141027,109,11,7,64,62,21,6,244,74,61,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141028,78,14,6,58,61,118,155,0,191,191,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141029,137,19,5,71,48,111,106,267,196,110,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141030,37,17,5,44,46,70,202,41,36,24,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141031,128,1,1,81,41,94,306,67,99,87,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141101,103,2,6,82,48,66,163,316,76,171,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141102,84,14,8,87,52,51,23,214,85,73,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141103,23,19,5,85,47,112,303,142,143,189,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141104,125,19,4,41,46,54,57,170,193,65,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141105,19,0,1,54,36,24,230,86,128,1,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141106,129,16,5,79,55,74,345,300,111,141,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141107,47,5,1,51,50,97,252,209,46,4,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141108,30,9,9,39,57,109,310,289,13,29,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141109,67,19,8,61,49,69,61,37,100,28,1,1,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141110,113,8,3,66,27,30,271,32,13,142,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141111,141,15,1,46,61,49,304,149,51,160,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141112,59,1,9,55,61,147,150,348,108,24,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141113,97,0,4,62,33,74,107,263,135,107,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141114,82,3,4,71,46,135,270,300,44,33,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141115,129,8,5,48,56,83,74,148,0,12,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141116,42,5,4,50,37,102,230,44,45,5,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141117,35,17,7,38,62,111,206,183,48,107,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141118,143,9,1,86,48,114,284,59,186,77,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141119,89,1,1,77,30,140,182,39,60,83,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141120,41,7,6,72,36,131,303,323,178,140,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141121,148,4,7,85,40,101,129,202,30,3,1,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141122,125,8,7,70,27,39,177,351,68,159,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141123,107,15,7,40,26,135,305,164,33,57,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141124,78,16,3,53,56,114,139,302,59,114,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141125,1,3,6,43,41,61,263,173,126,64,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141126,50,5,5,87,55,131,358,146,190,122,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141127,138,7,5,87,58,49,87,114,58,75,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141128,79,0,4,50,55,125,70,219,68,173,1,1,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141129,85,9,9,60,41,108,4,110,67,116,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141130,8,4,0,41,26,102,347,224,33,95,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141201,141,19,4,94,41,118,359,89,149,91,-9999,-9999,1,1,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141202,14,5,4,53,46,64,191,16,47,122,-9999,1,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141203,38,18,2,62,44,135,342,54,80,48,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141204,102,11,8,88,50,53,52,85,105,156,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141205,91,11,7,70,40,40,124,224,116,56,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141206,55,13,9,70,61,72,353,48,113,21,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141207,122,17,1,73,56,74,296,218,189,193,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141208,42,12,8,92,42,76,341,79,163,88,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141209,35,15,9,93,56,35,310,79,132,154,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141210,144,1,8,85,45,83,230,142,117,126,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141211,48,18,5,37,53,134,177,271,59,156,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141212,146,15,0,82,50,117,0,119,151,1,-9999,-9999,-9999,1,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141213,31,17,7,67,37,83,33,147,166,159,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141214,87,2,8,84,59,137,104,4,115,0,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141215,39,12,7,81,52,149,112,354,90,40,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141216,40,12,9,93,57,87,98,320,125,16,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141217,56,11,7,43,40,50,66,302,158,192,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141218,130,5,5,81,49,48,317,337,148,101,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141219,142,16,2,54,35,126,181,316,73,75,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141220,127,10,1,94,30,33,97,356,155,66,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141221,6,10,5,49,56,50,162,280,80,106,-9999,-9999,-9999,1,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141222,92,4,0,88,62,146,226,348,39,120,-9999,-9999,1,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141223,66,18,0,56,56,75,204,263,42,102,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141224,121,5,0,62,39,57,300,104,181,48,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141225,134,16,7,51,35,36,334,353,133,107,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141226,139,7,5,68,30,61,210,207,76,117,1,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141227,56,19,4,73,34,123,149,28,59,124,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141228,55,12,7,46,48,86,59,164,183,130,-9999,-9999,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141229,92,5,1,76,44,130,309,341,61,0,-9999,1,-9999,-9999,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141230,116,2,0,66,31,108,320,198,167,102,-9999,-9999,-9999,1,-9999
GHCND:US-SEATTLE-T1,SEATTLE,20141231,99,14,3,79,34,149,161,344,138,74,1,-9999,-9999,-9999,-9999
